congestion value : 26, drive info : CLMS_18_193:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/u_slice_rddata_align/dqs_read_valid_r [1]
congestion value : 1, drive info : CLMA_30_124:Y0, design net name : _N13
congestion value : 1, drive info : CLMA_14_152:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [5]
congestion value : 1, drive info : CLMS_22_149:Q1, design net name : ddr_mbus_rdata[98]
congestion value : 1, drive info : SRB_108_316:ZQS[0], design net name : ddr_mbus_wdata0[42]
congestion value : 1, drive info : CLMS_14_141:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [28]
congestion value : 1, drive info : DRM_178_168:QB0[6], design net name : ddr_mbus_wdata1[107]
congestion value : 1, drive info : CLMA_34_156:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/gatecal/dqs_gate_vld_r
congestion value : 1, drive info : CLMA_78_156:Q1, design net name : DDR3_Interface_Inst/axi_wdata [50]
congestion value : 1, drive info : CLMA_138_168:Q0, design net name : ddr_mbus_waddr3[21]
congestion value : 1, drive info : CLMA_102_168:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_0 [18]
congestion value : 1, drive info : SRB_76_124:ZSSE[5], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/mcdq_wdp_align/r_wvld_m
congestion value : 1, drive info : CLMA_110_169:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_0 [19]
congestion value : 1, drive info : CLMS_122_173:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/ptr
congestion value : 1, drive info : CLMA_286_69:Q1, design net name : ms72xx_ctl/iic_dri_rx/trans_bit [1]
congestion value : 1, drive info : SRB_32_208:ZQS[0], design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/wr_addr [8]
congestion value : 1, drive info : CLMA_286_69:Q2, design net name : ms72xx_ctl/iic_dri_rx/trans_bit [2]
congestion value : 1, drive info : SRB_164_308:ZQE[3], design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/rd_addr [1]
congestion value : 1, drive info : CLMS_46_121:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_init/_N10255
congestion value : 1, drive info : CLMA_114_176:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/user_cmd_ready
congestion value : 1, drive info : CLMS_22_121:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqsi_rdel_cal/_N8624
congestion value : 1, drive info : CLMA_14_164:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [0]
congestion value : 1, drive info : CLMA_30_157:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/gate_adj_done_tmp [0]
congestion value : 1, drive info : CLMA_34_172:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/read_cmd_mux_r2 [0]
congestion value : 1, drive info : CLMA_102_184:Y3, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/U_ipml_fifo_ctrl/rwptr2_b [5]
congestion value : 1, drive info : CLMA_34_180:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/dqs_gate_pulse_r2 [1]
congestion value : 1, drive info : CLMA_102_164:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/state_reg [4]
congestion value : 1, drive info : SRB_88_156:ZSSW[0], design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/wr_addr [9]
congestion value : 1, drive info : CLMA_30_125:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/rdel_ctrl [2]
congestion value : 1, drive info : CLMA_230_48:Q2, design net name : coms2_reg_config/u1/cyc_count [3]
congestion value : 1, drive info : CLMA_18_208:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [110]
congestion value : 1, drive info : DRM_54_148:QB0[5], design net name : ddr_mbus_wdata2[85]
congestion value : 1, drive info : SRB_96_136:ZSSW[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal_wrdata [112]
congestion value : 1, drive info : CLMS_50_193:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/cnt [7]
congestion value : 1, drive info : CLMA_14_124:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/default_samp_position [1]
congestion value : 1, drive info : CLMS_78_261:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/dfi_wrdata [125]
congestion value : 1, drive info : CLMS_18_125:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/cnt [2]
congestion value : 1, drive info : CLMS_14_169:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/wl_state_reg [2]
congestion value : 1, drive info : CLMA_90_281:Q1, design net name : DDR3_Interface_Inst/axi_wdata [47]
congestion value : 1, drive info : CLMS_42_157:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/mr1_ddr3 [4]
congestion value : 1, drive info : SRB_100_60:ZQW[5], design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/wr_addr [10]
congestion value : 1, drive info : CLMA_14_152:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [9]
congestion value : 1, drive info : SRB_48_180:ZQS[0], design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/fifo_wr_en
congestion value : 1, drive info : CLMA_230_48:Q1, design net name : coms2_reg_config/u1/cyc_count [2]
congestion value : 1, drive info : CLMA_18_200:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [108]
congestion value : 1, drive info : CLMS_66_181:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/calib_norm_cmd_m [7]
congestion value : 1, drive info : CLMS_18_125:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/cnt [1]
congestion value : 1, drive info : SRB_108_176:ZQS[3], design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/rd_addr [5]
congestion value : 1, drive info : SRB_12_168:ZQS[3], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [37]
congestion value : 1, drive info : CLMA_90_156:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/dcd_wr_addr [15]
congestion value : 1, drive info : CLMA_46_200:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_reset_ctrl/dll_update_ack_rst_ctrl_d [1]
congestion value : 1, drive info : CLMA_34_152:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/debug_data [4]
congestion value : 1, drive info : CLMA_34_152:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/debug_data [5]
congestion value : 1, drive info : CLMS_150_177:Q0, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/device_encoder_buff [0]
congestion value : 1, drive info : CLMS_14_129:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/_N45571
congestion value : 1, drive info : CLMA_226_16:Q0, design net name : coms1_reg_config/u1/cyc_count [5]
congestion value : 1, drive info : DRM_82_168:QB0[4], design net name : ddr_mbus_wdata3[67]
congestion value : 1, drive info : CLMA_90_156:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/dcd_wr_addr [23]
congestion value : 1, drive info : DRM_82_168:QB0[0], design net name : ddr_mbus_wdata3[3]
congestion value : 1, drive info : CLMA_30_148:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/rdcal_state_reg [11]
congestion value : 1, drive info : CLMA_50_120:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_init/init_state_reg [8]
congestion value : 1, drive info : CLMA_50_136:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_main_ctrl/main_state_reg [1]
congestion value : 1, drive info : DRM_82_168:QB0[1], design net name : ddr_mbus_wdata3[19]
congestion value : 1, drive info : CLMA_74_164:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/req_rdata [1]
congestion value : 1, drive info : DRM_54_148:QB0[7], design net name : ddr_mbus_wdata2[117]
congestion value : 1, drive info : CLMS_10_201:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [66]
congestion value : 1, drive info : CLMA_38_180:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/dqs_gate_coarse_cal/read_cmd_mux_r1 [2]
congestion value : 1, drive info : DRM_54_148:QB0[3], design net name : ddr_mbus_wdata2[53]
congestion value : 1, drive info : CLMA_154_176:Q0, design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst1/state_current_reg [1]
congestion value : 1, drive info : SRB_88_212:ZDN[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/data_out [0]
congestion value : 1, drive info : CLMS_18_185:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_wrlvl/wl_state_reg [4]
congestion value : 1, drive info : CLMA_14_152:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [13]
congestion value : 1, drive info : CLMS_14_121:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/_N47625
congestion value : 1, drive info : SRB_72_244:ZQN[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/data_out [1]
congestion value : 1, drive info : CLMA_62_168:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/wvld_l
congestion value : 1, drive info : CLMA_22_180:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/wl_next_state [1]
congestion value : 1, drive info : CLMA_22_168:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/cnt [3]
congestion value : 1, drive info : CLMS_14_197:Q0, design net name : ddr_mbus_rdata[11]
congestion value : 1, drive info : CLMA_18_196:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [69]
congestion value : 1, drive info : CLMA_230_8:Q2, design net name : coms1_reg_config/start
congestion value : 1, drive info : SRB_12_192:ZQN[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/adj_wrdq_en [2]
congestion value : 1, drive info : CLMA_18_168:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [35]
congestion value : 1, drive info : CLMS_74_209:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [14]
congestion value : 1, drive info : CLMA_94_164:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/dcd_wr_addr [18]
congestion value : 1, drive info : CLMS_74_209:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [126]
congestion value : 1, drive info : CLMA_30_153:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/rdcal_state_reg [10]
congestion value : 1, drive info : SRB_72_132:ZQE[5], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal_wrdata [16]
congestion value : 1, drive info : CLMS_46_177:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/ddrphy_wrlvl/dbg_wrlvl [0]
congestion value : 1, drive info : SRB_76_108:ZQE[5], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/mcdq_wdp_align/r_wvld_m
congestion value : 1, drive info : CLMA_18_172:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_wrlvl/wl_state_reg [4]
congestion value : 1, drive info : CLMS_62_125:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/cmd_ref_pass
congestion value : 1, drive info : CLMA_74_124:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/PRE_PASS_LOOP[5].timing_pre_pass/timing_cnt1 [3]
congestion value : 1, drive info : CLMS_74_217:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [31]
congestion value : 1, drive info : CLMA_134_176:Q0, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/DDR_WR_Ctrl_Inst/mbus_wdata_rq_o
congestion value : 1, drive info : CLMA_22_192:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_wrlvl/cnt [1]
congestion value : 1, drive info : CLMS_62_169:Y3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dfi/_N44263
congestion value : 1, drive info : CLMA_118_148:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/pre_addr [9]
congestion value : 1, drive info : CLMA_118_148:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/pre_addr [8]
congestion value : 1, drive info : SRB_24_196:ZQS[2], design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/rd_addr [9]
congestion value : 1, drive info : SRB_108_124:ZQW[5], design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/wr_addr [13]
congestion value : 1, drive info : CLMA_90_280:Q2, design net name : DDR3_Interface_Inst/axi_wdata [95]
congestion value : 1, drive info : CLMS_226_57:Q0, design net name : coms2_reg_config/start
congestion value : 1, drive info : SRB_100_180:ZQW[0], design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst2/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/wr_addr [6]
congestion value : 1, drive info : CLMA_78_168:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/A_ipsxb_distributed_fifo/u_ipsxb_distributed_fifo_distributed_fifo_v1_0/u_ipsxb_distributed_fifo_ctr/wgnext [0]
congestion value : 1, drive info : CLMA_286_52:Q1, design net name : ms72xx_ctl/iic_dri_tx/trans_byte [1]
congestion value : 1, drive info : SRB_172_168:ZQE[0], design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst0/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/wr_addr [0]
congestion value : 1, drive info : CLMA_286_52:Q0, design net name : ms72xx_ctl/iic_dri_tx/trans_byte [0]
congestion value : 1, drive info : DRM_82_336:QB0[2], design net name : ddr_mbus_wdata3[45]
congestion value : 1, drive info : CLMS_74_217:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [13]
congestion value : 1, drive info : DRM_82_192:QB0[0], design net name : ddr_mbus_wdata2[3]
congestion value : 1, drive info : CLMA_146_180:Q1, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/device_encoder_buff [2]
congestion value : 1, drive info : DRM_178_128:QB0[2], design net name : ddr_mbus_wdata1[34]
congestion value : 1, drive info : CLMA_90_173:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_empty_a
congestion value : 1, drive info : DRM_82_192:QB0[3], design net name : ddr_mbus_wdata2[51]
congestion value : 1, drive info : DRM_178_128:QB0[4], design net name : ddr_mbus_wdata1[66]
congestion value : 1, drive info : CLMS_34_153:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/rddata_cal
congestion value : 1, drive info : CLMA_226_12:Q0, design net name : coms1_reg_config/u1/cyc_count [1]
congestion value : 1, drive info : DRM_82_192:QB0[1], design net name : ddr_mbus_wdata2[19]
congestion value : 1, drive info : DRM_178_148:QB0[1], design net name : ddr_mbus_wdata0[18]
congestion value : 1, drive info : CLMA_90_209:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [93]
congestion value : 1, drive info : SRB_92_192:ZQE[0], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_wdatapath/data_out [0]
congestion value : 1, drive info : CLMA_18_196:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/dqs_read_data [102]
congestion value : 1, drive info : CLMA_50_136:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_addr [11]
congestion value : 1, drive info : CLMA_110_141:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/pre_addr [3]
congestion value : 1, drive info : CLMS_34_141:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/cnt [0]
congestion value : 1, drive info : DRM_178_108:QB0[6], design net name : ddr_mbus_wdata1[99]
congestion value : 1, drive info : CLMA_22_192:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/data_slice_wrlvl/cnt [3]
congestion value : 1, drive info : SRB_100_136:ZQN[2], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/buffer_almost_full_b
congestion value : 1, drive info : CLMS_282_81:Y2, design net name : ms72xx_ctl/iic_dri_rx/_N6808
congestion value : 1, drive info : CLMA_94_132:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [6]
congestion value : 1, drive info : CLMA_42_184:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_info/_N47812
congestion value : 1, drive info : DRM_178_272:QB0[1], design net name : ddr_mbus_wdata0[29]
congestion value : 1, drive info : CLMA_34_148:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_calib_top/rdcal/rdcal_state_reg [5]
congestion value : 1, drive info : DRM_178_148:QB0[6], design net name : ddr_mbus_wdata0[98]
congestion value : 1, drive info : CLMA_114_172:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/N62
congestion value : 1, drive info : DRM_178_272:QB0[4], design net name : ddr_mbus_wdata0[77]
congestion value : 1, drive info : SRB_76_104:ZSE[2], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_back_ctrl/norm_cmd_l_act
congestion value : 1, drive info : SRB_92_156:ZQS[1], design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/FIFO_16x4096x128_Inst/U_ipml_fifo_FIFO_16x4096x128/wr_addr [0]
congestion value : 1, drive info : CLMA_114_176:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_valid_0
congestion value : 1, drive info : CLMS_114_177:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/u_user_cmd_fifo/data_valid_1
congestion value : 1, drive info : CLMS_134_173:Q2, design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/DDR_WR_Ctrl_Inst/state_current_reg [1]
congestion value : 1, drive info : CLMA_34_112:Y0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqsi_rdel_cal/_N47634
congestion value : 1, drive info : SRB_44_164:ZQS[3], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_we_n [0]
congestion value : 1, drive info : CLMA_118_152:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_ui_axi/pre_addr [13]
congestion value : 1, drive info : CLMS_22_109:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/dqsi_rdel_cal/default_samp_position [1]
congestion value : 1, drive info : CLMA_10_120:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[1].u_ddrphy_data_slice/dqsi_rdel_cal/N384
congestion value : 1, drive info : DRM_178_272:QB0[0], design net name : ddr_mbus_wdata0[13]
congestion value : 1, drive info : CLMA_34_152:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_slice_top/i_dqs_group[0].u_ddrphy_data_slice/data_slice_dqs_gate_cal/coarse_slip_step [1]
congestion value : 1, drive info : SRB_104_124:ZQW[2], design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N6801
congestion value : 1, drive info : CLMA_94_160:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/dcd_wr_cmd [1]
congestion value : 1, drive info : DRM_54_272:QB0[6], design net name : ddr_mbus_wdata2[106]
congestion value : 1, drive info : SRB_40_304:ZQW[4], design net name : Image_Process_Interface_Inst/Frame_RD_Interface_Inst/FIFO_128x512x16_Inst/U_ipml_fifo_FIFO_128x512x16/rd_addr [7]
congestion value : 1, drive info : SRB_148_168:ZSSW[0], design net name : Image_Process_Interface_Inst/Frame_WR_Interface_Inst3/fifo_rd_rst
congestion value : 1, drive info : SRB_120_140:ZSSW[0], design net name : DDR3_Interface_Inst/DDR_Arbitration_WR_Ctrl_Inst/_N9466
congestion value : 1, drive info : CLMA_94_152:Q2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/fifo_empty_b
congestion value : 1, drive info : DRM_142_68:QB0[5], design net name : ddr_mbus_wdata2[91]
congestion value : 1, drive info : DRM_178_148:QB0[0], design net name : ddr_mbus_wdata0[2]
congestion value : 1, drive info : DRM_142_68:QB0[3], design net name : ddr_mbus_wdata2[59]
congestion value : 1, drive info : CLMA_78_176:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [37]
congestion value : 1, drive info : DRM_178_148:QB0[4], design net name : ddr_mbus_wdata0[66]
congestion value : 1, drive info : CLMA_90_173:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/buffer_almost_full_a
congestion value : 1, drive info : CLMS_46_177:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/ddrphy_dfi/phy_odt_d [0]
congestion value : 1, drive info : CLMA_126_185:Q0, design net name : DDR3_Interface_Inst/axi_wdata [101]
congestion value : 1, drive info : DRM_142_24:QB0[4], design net name : ddr_mbus_wdata3[64]
congestion value : 1, drive info : CLMS_78_209:Y2, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [100]
congestion value : 1, drive info : DRM_142_44:QB0[6], design net name : ddr_mbus_wdata2[103]
congestion value : 1, drive info : SRB_100_152:ZQN[3], design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcp_top/mcdq_dcp_buf/buffer_almost_full_b
congestion value : 1, drive info : CLMA_58_137:Q3, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_addr [0]
congestion value : 1, drive info : CLMA_90_125:Q1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ddrphy_top/phy_wrdata [65]
congestion value : 1, drive info : CLMA_102_164:Q0, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_sm/state_reg [0]
congestion value : 1, drive info : CLMA_110_157:Y1, design net name : DDR3_Interface_Inst/DDR3_Inst/u_ipsxb_ddrc_top/mcdq_dcd_top/mcdq_dcd_bm/_N7951
